,Region,LAD code,Region name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
218,East of England,E06000031,Peterborough,9874.0,10141.0,10949.0,11639.0,11906.0,12130.0,12116.0,12243.0,12586.0,13246.0,13860.0,14040.0,14002.0,14271.0,14408.0,14876.0,15330.0,16012.0,16698.0,16918.0,17103.0,17686.0,18124.0
219,East of England,E07000008,Cambridge,11459.0,11701.0,12423.0,13152.0,13383.0,14074.0,14014.0,14610.0,15158.0,15995.0,16849.0,17202.0,17796.0,17777.0,17781.0,18706.0,19720.0,20799.0,21926.0,22713.0,23056.0,24033.0,25105.0
220,East of England,E07000009,East Cambridgeshire,11808.0,11922.0,12697.0,13228.0,13401.0,13965.0,13642.0,14663.0,15652.0,16110.0,16462.0,16777.0,16995.0,17225.0,17277.0,17864.0,18584.0,19372.0,20315.0,20869.0,21110.0,21961.0,22769.0
221,East of England,E07000010,Fenland,8967.0,9199.0,9661.0,10018.0,10134.0,10704.0,10880.0,11273.0,12068.0,12469.0,12597.0,12937.0,13461.0,13625.0,13828.0,14358.0,14939.0,15461.0,16058.0,16528.0,16809.0,17729.0,17958.0
222,East of England,E07000011,Huntingdonshire,10155.0,10514.0,11224.0,11707.0,11877.0,12417.0,12624.0,13153.0,14238.0,14817.0,15328.0,15681.0,16114.0,16345.0,16408.0,17133.0,17827.0,18543.0,19395.0,19946.0,20387.0,21456.0,22089.0
223,East of England,E07000012,South Cambridgeshire,14455.0,15023.0,15894.0,16910.0,16977.0,17537.0,17390.0,18221.0,19532.0,20184.0,20957.0,21390.0,21072.0,21155.0,21310.0,22019.0,23025.0,24099.0,25520.0,26035.0,26279.0,26900.0,27610.0
224,East of England,E07000200,Babergh,11712.0,11657.0,12050.0,13118.0,13501.0,14030.0,14212.0,14775.0,15472.0,15833.0,16553.0,17436.0,17847.0,18146.0,18250.0,19027.0,19406.0,20005.0,21096.0,21259.0,21605.0,21981.0,22641.0
225,East of England,E07000202,Ipswich,8827.0,8872.0,9377.0,10136.0,10713.0,11049.0,11343.0,11639.0,11939.0,12337.0,12661.0,13264.0,14056.0,14179.0,14218.0,14865.0,15349.0,15589.0,16358.0,16565.0,17041.0,17837.0,18093.0
226,East of England,E07000203,Mid Suffolk,11697.0,11738.0,11942.0,13121.0,13331.0,13822.0,14057.0,14597.0,15136.0,15298.0,15826.0,16726.0,17135.0,17212.0,17256.0,17932.0,18371.0,18761.0,19891.0,20030.0,20417.0,21036.0,21280.0
227,East of England,E07000244,East Suffolk,10203.0,10367.0,10595.0,11561.0,11937.0,12299.0,12623.0,13134.0,13718.0,13993.0,14648.0,15566.0,15898.0,16059.0,16261.0,16856.0,17225.0,17739.0,18853.0,18871.0,19063.0,20020.0,20364.0
228,East of England,E07000245,West Suffolk,9553.0,9588.0,10073.0,10927.0,11871.0,12274.0,12446.0,12928.0,13375.0,13773.0,14221.0,15086.0,15600.0,15666.0,15676.0,16384.0,16903.0,17145.0,18119.0,18334.0,18535.0,19650.0,20224.0
229,East of England,E07000144,Broadland,12041.0,12038.0,12165.0,12937.0,13429.0,13694.0,13833.0,14233.0,14806.0,14821.0,15757.0,16438.0,16325.0,16799.0,17301.0,17869.0,18279.0,18807.0,19978.0,19552.0,19686.0,20670.0,21073.0
230,East of England,E07000145,Great Yarmouth,8750.0,8827.0,9110.0,9472.0,9944.0,10050.0,10311.0,10590.0,10861.0,10906.0,11444.0,11981.0,12563.0,12920.0,13323.0,13944.0,14277.0,14414.0,15256.0,14942.0,15193.0,15577.0,16225.0
231,East of England,E07000148,Norwich,9111.0,9363.0,9803.0,10374.0,10922.0,11197.0,11473.0,11641.0,11988.0,12062.0,12685.0,13214.0,13742.0,14187.0,14570.0,15135.0,15460.0,15592.0,16418.0,15992.0,16219.0,16702.0,17170.0
232,East of England,E07000146,King's Lynn and West Norfolk,9161.0,9290.0,9755.0,10287.0,10950.0,11151.0,11398.0,11623.0,12110.0,12126.0,12762.0,13432.0,14161.0,14753.0,15218.0,15881.0,16252.0,16447.0,17093.0,17308.0,18003.0,18874.0,19572.0
233,East of England,E07000147,North Norfolk,9970.0,10103.0,10295.0,11012.0,11631.0,12093.0,12338.0,12655.0,13279.0,13405.0,14230.0,15007.0,15263.0,15910.0,16243.0,16779.0,17140.0,17580.0,18421.0,18547.0,18904.0,19909.0,20466.0
234,East of England,E07000143,Breckland,9268.0,9444.0,9591.0,10148.0,10648.0,10812.0,11078.0,11375.0,11798.0,11937.0,12583.0,13132.0,13507.0,14018.0,14386.0,15016.0,15115.0,15472.0,16325.0,16822.0,17303.0,17998.0,18462.0
235,East of England,E07000149,South Norfolk,11451.0,11600.0,11902.0,12619.0,13240.0,13399.0,13596.0,13986.0,14576.0,14747.0,15590.0,16161.0,16134.0,16489.0,16834.0,17414.0,17506.0,17946.0,18921.0,19401.0,19751.0,20364.0,20564.0
236,East of England,E06000032,Luton,9252.0,8851.0,9387.0,9991.0,10564.0,10930.0,11211.0,11485.0,11704.0,11814.0,12179.0,12339.0,12529.0,12813.0,13005.0,13403.0,13678.0,14165.0,14637.0,15389.0,16153.0,16541.0,16873.0
237,East of England,E07000095,Broxbourne,11902.0,12310.0,12418.0,13305.0,13968.0,14327.0,14588.0,14845.0,15256.0,15925.0,16678.0,17064.0,17923.0,17891.0,18089.0,18910.0,19898.0,20474.0,21848.0,22227.0,22903.0,22820.0,23109.0
238,East of England,E07000096,Dacorum,12967.0,13385.0,13729.0,14970.0,15645.0,16012.0,16333.0,16818.0,17459.0,18285.0,19368.0,19908.0,20420.0,20387.0,20470.0,21289.0,22343.0,23202.0,24739.0,24733.0,25483.0,25850.0,26318.0
239,East of England,E07000098,Hertsmere,14404.0,14990.0,15328.0,16362.0,17051.0,17333.0,17779.0,18424.0,19208.0,19919.0,21019.0,21463.0,21481.0,21582.0,21644.0,22626.0,23866.0,25200.0,26892.0,27097.0,27382.0,28825.0,30046.0
240,East of England,E07000099,North Hertfordshire,12483.0,12953.0,13264.0,14550.0,15202.0,15398.0,15774.0,16018.0,16591.0,17466.0,18247.0,18683.0,19178.0,19243.0,19349.0,20253.0,21217.0,21940.0,23508.0,23689.0,24094.0,25414.0,25826.0
241,East of England,E07000102,Three Rivers,15215.0,16009.0,15795.0,17079.0,18042.0,17946.0,18346.0,18951.0,19736.0,20526.0,21856.0,22341.0,22269.0,22612.0,22712.0,23726.0,25011.0,25970.0,27788.0,27735.0,28099.0,29500.0,29712.0
242,East of England,E07000103,Watford,11435.0,11764.0,12294.0,13303.0,14194.0,14719.0,14858.0,15078.0,15476.0,16301.0,17081.0,17270.0,17999.0,17797.0,17753.0,18537.0,19339.0,19770.0,21052.0,21602.0,22350.0,23561.0,24163.0
243,East of England,E07000240,St Albans,16684.0,17383.0,17684.0,19387.0,20103.0,20264.0,20639.0,21092.0,21991.0,22844.0,24285.0,24722.0,24854.0,24838.0,24830.0,26060.0,27198.0,28465.0,30240.0,30496.0,31078.0,33019.0,33751.0
244,East of England,E07000241,Welwyn Hatfield,11756.0,12148.0,12349.0,13311.0,14030.0,14433.0,14613.0,14855.0,15010.0,15551.0,16169.0,16719.0,17429.0,17378.0,17550.0,18252.0,19118.0,19630.0,20701.0,20720.0,20950.0,22760.0,22895.0
245,East of England,E07000242,East Hertfordshire,14328.0,14718.0,15203.0,16459.0,17160.0,17481.0,17821.0,18343.0,19044.0,19835.0,20870.0,21363.0,21764.0,21726.0,21984.0,22832.0,24015.0,24767.0,26306.0,26428.0,26946.0,27694.0,28356.0
246,East of England,E07000243,Stevenage,8934.0,9245.0,9597.0,10195.0,10947.0,11533.0,11608.0,11866.0,12227.0,12885.0,13412.0,13604.0,14831.0,14830.0,14942.0,15620.0,16484.0,16985.0,18001.0,18269.0,18962.0,19642.0,20079.0
247,East of England,E06000055,Bedford,11413.0,11401.0,11907.0,12462.0,12490.0,13059.0,13237.0,13650.0,14325.0,14825.0,15390.0,15986.0,16421.0,16814.0,17095.0,17486.0,17947.0,18451.0,19712.0,20271.0,20912.0,21875.0,22321.0
248,East of England,E06000056,Central Bedfordshire,12114.0,12148.0,12745.0,13475.0,13647.0,14271.0,14417.0,14765.0,15419.0,15843.0,16337.0,16867.0,17215.0,17751.0,17832.0,18446.0,19238.0,19545.0,20543.0,20983.0,21392.0,22172.0,22419.0
249,East of England,E06000033,Southend-on-Sea,10637.0,10871.0,11535.0,12237.0,12920.0,13446.0,13774.0,13835.0,14173.0,14531.0,15036.0,15318.0,15783.0,16088.0,16253.0,16691.0,17294.0,17807.0,18857.0,19200.0,19662.0,20543.0,21187.0
250,East of England,E06000034,Thurrock,10129.0,10199.0,10507.0,10739.0,11170.0,11867.0,12298.0,12613.0,13007.0,13368.0,13976.0,14474.0,14788.0,15078.0,15191.0,15584.0,15977.0,16658.0,17405.0,17984.0,18387.0,19424.0,19951.0
251,East of England,E07000067,Braintree,10984.0,11182.0,12010.0,12562.0,13075.0,13614.0,13735.0,14253.0,14772.0,15062.0,15624.0,16246.0,16718.0,16755.0,17043.0,17660.0,18285.0,18734.0,19790.0,20291.0,20663.0,21655.0,22179.0
252,East of England,E07000071,Colchester,10402.0,10714.0,11494.0,12137.0,12764.0,13322.0,13553.0,14092.0,14528.0,14840.0,15356.0,15834.0,16547.0,16461.0,16773.0,17345.0,17886.0,18062.0,18840.0,19156.0,19525.0,20415.0,20570.0
253,East of England,E07000076,Tendring,8972.0,9029.0,9584.0,10077.0,10516.0,10926.0,11180.0,11623.0,12176.0,12555.0,13142.0,13781.0,14144.0,14244.0,14631.0,15124.0,15553.0,15847.0,16624.0,16918.0,17280.0,18060.0,18513.0
254,East of England,E07000072,Epping Forest,14835.0,15166.0,15807.0,16703.0,17173.0,17486.0,17794.0,18426.0,19428.0,19862.0,20836.0,21819.0,21506.0,21543.0,21986.0,22788.0,23386.0,24071.0,26770.0,26985.0,28037.0,30112.0,30550.0
255,East of England,E07000073,Harlow,8536.0,8484.0,9100.0,9360.0,9885.0,10355.0,10533.0,10938.0,11339.0,11688.0,11931.0,12364.0,13372.0,13354.0,13754.0,14388.0,14697.0,14826.0,16203.0,16799.0,17679.0,18693.0,19157.0
256,East of England,E07000077,Uttlesford,16188.0,16346.0,17121.0,18280.0,18716.0,18972.0,18939.0,19786.0,20699.0,20858.0,21454.0,22127.0,21995.0,21556.0,21902.0,22722.0,23042.0,23403.0,25707.0,25831.0,26687.0,28118.0,28090.0
257,East of England,E07000068,Brentwood,16208.0,16261.0,17320.0,18404.0,18916.0,19247.0,19621.0,20191.0,20929.0,21291.0,22018.0,22821.0,22832.0,22611.0,22772.0,23560.0,24074.0,24892.0,26483.0,27666.0,28294.0,30112.0,30517.0
258,East of England,E07000070,Chelmsford,12515.0,12582.0,13436.0,14011.0,14674.0,15006.0,15215.0,15496.0,15916.0,16386.0,17023.0,17603.0,18304.0,18183.0,18422.0,19035.0,19538.0,20257.0,21454.0,22311.0,22820.0,24011.0,24643.0
259,East of England,E07000074,Maldon,13409.0,13287.0,13801.0,14327.0,14587.0,15055.0,15224.0,15700.0,16299.0,16712.0,17208.0,18066.0,18310.0,18414.0,18820.0,19318.0,19807.0,20543.0,21761.0,22584.0,23207.0,23378.0,23427.0
260,East of England,E07000066,Basildon,11143.0,11293.0,12028.0,12504.0,13122.0,13597.0,13845.0,14280.0,14731.0,15144.0,15598.0,16152.0,16850.0,16873.0,17058.0,17638.0,17816.0,17972.0,18906.0,19466.0,19898.0,20929.0,21435.0
261,East of England,E07000069,Castle Point,11133.0,11214.0,11897.0,12458.0,13044.0,13508.0,13781.0,14200.0,14732.0,15069.0,15781.0,16406.0,16770.0,16851.0,17189.0,17661.0,18005.0,18405.0,19546.0,19952.0,20462.0,21392.0,22011.0
262,East of England,E07000075,Rochford,12388.0,12411.0,13002.0,13630.0,14233.0,14574.0,14898.0,15319.0,15861.0,16105.0,16776.0,17306.0,17545.0,17593.0,17886.0,18342.0,18751.0,19049.0,20247.0,20711.0,21128.0,22582.0,22986.0
265,West Midlands,E06000019,"Herefordshire, County of",10194.0,10622.0,10891.0,11484.0,12026.0,12489.0,12881.0,13514.0,13880.0,14661.0,14954.0,15547.0,15964.0,16456.0,16958.0,17299.0,17901.0,18108.0,19155.0,19332.0,19280.0,20109.0,20631.0
266,West Midlands,E07000234,Bromsgrove,13346.0,14156.0,14482.0,15201.0,15521.0,15835.0,15812.0,16600.0,17439.0,18274.0,18449.0,18931.0,18731.0,18716.0,19073.0,19603.0,20300.0,21114.0,22558.0,22867.0,22888.0,24041.0,23909.0
267,West Midlands,E07000235,Malvern Hills,12241.0,12916.0,13203.0,13740.0,14200.0,14819.0,14796.0,15481.0,16311.0,17141.0,17541.0,17902.0,17729.0,17711.0,17987.0,18328.0,19040.0,19765.0,21001.0,21414.0,21392.0,22657.0,23220.0
268,West Midlands,E07000236,Redditch,9531.0,10004.0,10485.0,10784.0,11224.0,11671.0,12035.0,12747.0,13132.0,13761.0,13634.0,13887.0,14768.0,14781.0,15055.0,15587.0,16375.0,16969.0,17943.0,18393.0,18939.0,20202.0,21187.0
269,West Midlands,E07000237,Worcester,9993.0,10374.0,10909.0,11115.0,11629.0,12182.0,12502.0,13186.0,13659.0,14448.0,14423.0,14702.0,15301.0,15219.0,15600.0,16077.0,16633.0,17037.0,18103.0,18453.0,18846.0,18966.0,19509.0
270,West Midlands,E07000238,Wychavon,12491.0,13110.0,13212.0,13872.0,14397.0,14687.0,14902.0,15657.0,16461.0,17211.0,17554.0,17971.0,17932.0,17925.0,18277.0,18686.0,19329.0,20144.0,21272.0,21579.0,21566.0,22838.0,23462.0
271,West Midlands,E07000239,Wyre Forest,9288.0,9744.0,10008.0,10235.0,10675.0,11132.0,11506.0,12086.0,12672.0,13312.0,13398.0,13792.0,14382.0,14409.0,14728.0,15223.0,15832.0,16293.0,17174.0,17531.0,17733.0,18644.0,19037.0
272,West Midlands,E07000218,North Warwickshire,9173.0,9387.0,9810.0,10397.0,10870.0,11273.0,11817.0,12265.0,12556.0,13110.0,13521.0,14108.0,14930.0,14971.0,15331.0,15831.0,16462.0,17033.0,18353.0,18952.0,19045.0,20046.0,20109.0
273,West Midlands,E07000219,Nuneaton and Bedworth,8467.0,8543.0,9024.0,9620.0,10081.0,10353.0,10898.0,11330.0,11499.0,12044.0,12351.0,12701.0,13527.0,13642.0,14047.0,14556.0,15107.0,15613.0,16676.0,17176.0,17409.0,18268.0,18636.0
274,West Midlands,E07000220,Rugby,11403.0,11720.0,12245.0,13183.0,13690.0,14159.0,14632.0,15191.0,15228.0,15762.0,16167.0,16652.0,16878.0,16887.0,17106.0,17733.0,18359.0,19052.0,20175.0,20939.0,21083.0,22180.0,22071.0
275,West Midlands,E07000221,Stratford-on-Avon,15106.0,15642.0,16294.0,17340.0,17762.0,18154.0,18540.0,19133.0,19734.0,20077.0,20898.0,21674.0,21204.0,21306.0,21598.0,22547.0,23142.0,24184.0,26247.0,27476.0,26882.0,28161.0,27934.0
276,West Midlands,E07000222,Warwick,12862.0,13374.0,13922.0,14944.0,15285.0,15650.0,15895.0,16208.0,16431.0,16969.0,17659.0,18351.0,18517.0,18734.0,19200.0,19868.0,20675.0,21656.0,23423.0,24510.0,24436.0,26132.0,27980.0
277,West Midlands,E06000020,Telford and Wrekin,10115.0,10263.0,10536.0,10446.0,10330.0,10771.0,11343.0,11877.0,11861.0,12375.0,12902.0,13095.0,13386.0,13676.0,14216.0,14718.0,15025.0,15409.0,16168.0,16486.0,16469.0,16940.0,17250.0
278,West Midlands,E06000051,Shropshire,10730.0,11270.0,11452.0,11893.0,12098.0,12517.0,12973.0,13517.0,13792.0,14536.0,14970.0,15801.0,16259.0,16310.0,16650.0,16951.0,17318.0,17755.0,18898.0,19180.0,19475.0,20359.0,20732.0
279,West Midlands,E06000021,Stoke-on-Trent,8283.0,8364.0,8974.0,9363.0,9398.0,9548.0,9850.0,10164.0,10737.0,10851.0,11437.0,11593.0,11819.0,12004.0,12378.0,12748.0,13209.0,13467.0,14010.0,14070.0,14274.0,15063.0,15455.0
280,West Midlands,E07000192,Cannock Chase,9137.0,9481.0,9906.0,10254.0,10853.0,11106.0,11405.0,11502.0,11886.0,12473.0,12806.0,13193.0,13763.0,13893.0,14108.0,14567.0,15126.0,15543.0,16420.0,16592.0,16990.0,17670.0,18096.0
281,West Midlands,E07000193,East Staffordshire,10493.0,10760.0,11313.0,11749.0,12303.0,12559.0,12767.0,12998.0,13333.0,13937.0,14385.0,14743.0,15123.0,15240.0,15380.0,15825.0,16461.0,16911.0,17864.0,17829.0,18256.0,19059.0,19763.0
282,West Midlands,E07000194,Lichfield,12458.0,12971.0,13467.0,14320.0,14910.0,15468.0,15786.0,15912.0,16467.0,17002.0,17663.0,18263.0,17851.0,18137.0,18147.0,18626.0,19215.0,19920.0,21089.0,21159.0,21444.0,22236.0,22974.0
283,West Midlands,E07000195,Newcastle-under-Lyme,8940.0,9179.0,9488.0,9900.0,10364.0,10623.0,11007.0,11155.0,11654.0,12246.0,12651.0,13246.0,13747.0,13905.0,14090.0,14570.0,15078.0,15412.0,16212.0,16116.0,16334.0,17231.0,17666.0
284,West Midlands,E07000196,South Staffordshire,11016.0,11570.0,11887.0,12555.0,13028.0,13621.0,13872.0,13991.0,14545.0,15150.0,15825.0,16381.0,16328.0,16512.0,16627.0,17118.0,17447.0,18017.0,19165.0,19197.0,19498.0,20258.0,20463.0
285,West Midlands,E07000197,Stafford,10838.0,11212.0,11695.0,12455.0,13073.0,13389.0,13813.0,13969.0,14402.0,14983.0,15481.0,16024.0,16043.0,16172.0,16386.0,16798.0,17403.0,17988.0,19103.0,19059.0,19309.0,20095.0,20473.0
286,West Midlands,E07000198,Staffordshire Moorlands,10194.0,10718.0,11055.0,11571.0,12041.0,12290.0,12619.0,13096.0,13579.0,14142.0,14705.0,15269.0,15217.0,15467.0,15615.0,15996.0,16528.0,17088.0,18195.0,18147.0,18388.0,19250.0,19411.0
287,West Midlands,E07000199,Tamworth,8785.0,9022.0,9551.0,9945.0,10599.0,10781.0,11235.0,11357.0,11635.0,12254.0,12492.0,12940.0,13637.0,13729.0,13971.0,14519.0,15164.0,15567.0,16365.0,16617.0,17206.0,17821.0,18446.0
288,West Midlands,E08000025,Birmingham,8823.0,9045.0,9413.0,10051.0,10367.0,10555.0,10713.0,11011.0,11050.0,11394.0,11659.0,11905.0,12132.0,12425.0,12552.0,12859.0,13148.0,13660.0,14199.0,14389.0,14430.0,14979.0,15368.0
289,West Midlands,E08000029,Solihull,12151.0,12465.0,13005.0,13961.0,15078.0,15536.0,15753.0,16113.0,16455.0,16666.0,17163.0,17393.0,17616.0,17798.0,18220.0,18840.0,19893.0,20580.0,22016.0,22172.0,22437.0,23342.0,23722.0
290,West Midlands,E08000026,Coventry,9027.0,9054.0,9481.0,10308.0,10695.0,11005.0,11027.0,11564.0,11485.0,11650.0,12293.0,12548.0,12889.0,13147.0,13331.0,13541.0,13831.0,14103.0,14451.0,14684.0,14823.0,15225.0,15350.0
291,West Midlands,E08000027,Dudley,9663.0,9896.0,10293.0,10822.0,10985.0,11111.0,11305.0,11790.0,11934.0,12262.0,12528.0,12669.0,13190.0,13539.0,13726.0,14272.0,14692.0,15114.0,15758.0,15929.0,15845.0,16424.0,16735.0
292,West Midlands,E08000028,Sandwell,8207.0,8404.0,8771.0,9283.0,9474.0,9663.0,9844.0,10190.0,10320.0,10509.0,10731.0,10908.0,11240.0,11463.0,11688.0,12044.0,12253.0,12793.0,13375.0,13582.0,13625.0,14066.0,14454.0
293,West Midlands,E08000030,Walsall,8870.0,9181.0,9516.0,9922.0,10071.0,10373.0,10468.0,10757.0,10817.0,10998.0,11293.0,11574.0,11953.0,12125.0,12343.0,12680.0,13150.0,13711.0,14217.0,14531.0,14895.0,15428.0,15694.0
294,West Midlands,E08000031,Wolverhampton,8946.0,9201.0,9640.0,10075.0,10340.0,10534.0,10655.0,10951.0,11065.0,11250.0,11618.0,11942.0,12238.0,12388.0,12530.0,12788.0,13126.0,13555.0,14052.0,14422.0,14622.0,15113.0,15500.0
297,East Midlands,E06000015,Derby,9294.0,9393.0,9849.0,9900.0,10370.0,10785.0,11012.0,11475.0,11447.0,12167.0,12494.0,12402.0,13026.0,12654.0,12693.0,13440.0,13886.0,14514.0,15068.0,15068.0,15561.0,16219.0,16793.0
298,East Midlands,E07000033,Bolsover,8090.0,8395.0,9010.0,9319.0,10008.0,10114.0,10357.0,10658.0,10985.0,11485.0,12136.0,12108.0,12414.0,12492.0,12782.0,13269.0,13550.0,13848.0,14691.0,14579.0,15057.0,16001.0,16062.0
299,East Midlands,E07000034,Chesterfield,8108.0,8379.0,9004.0,9411.0,10215.0,10513.0,10678.0,11091.0,11394.0,11934.0,12575.0,12508.0,12720.0,12842.0,13116.0,13674.0,13977.0,14274.0,15205.0,15026.0,15646.0,16444.0,16802.0
300,East Midlands,E07000038,North East Derbyshire,9500.0,9852.0,10449.0,10929.0,11663.0,12136.0,12369.0,12704.0,13242.0,13837.0,14626.0,14630.0,14623.0,14567.0,14952.0,15413.0,15767.0,16239.0,17409.0,17083.0,17487.0,18334.0,19094.0
301,East Midlands,E07000032,Amber Valley,8740.0,9022.0,9508.0,10020.0,10402.0,10755.0,11564.0,12130.0,12505.0,12963.0,13717.0,14000.0,14248.0,14367.0,14932.0,15503.0,16170.0,16435.0,17718.0,17685.0,17826.0,18535.0,18983.0
302,East Midlands,E07000035,Derbyshire Dales,13481.0,13857.0,14226.0,15126.0,15832.0,16384.0,17264.0,18298.0,19408.0,20026.0,21113.0,21418.0,20759.0,21041.0,21577.0,21974.0,23227.0,23848.0,25547.0,25443.0,25430.0,25311.0,25635.0
303,East Midlands,E07000036,Erewash,7861.0,8032.0,8637.0,8950.0,9312.0,9727.0,10581.0,11117.0,11534.0,11995.0,12597.0,12824.0,13278.0,13361.0,14040.0,14564.0,15245.0,15385.0,16412.0,16448.0,16717.0,17503.0,18301.0
304,East Midlands,E07000037,High Peak,9342.0,9584.0,10006.0,10568.0,11029.0,11453.0,12236.0,12878.0,13334.0,13769.0,14521.0,14909.0,14998.0,15012.0,15776.0,16267.0,16970.0,17303.0,18593.0,18569.0,18809.0,19767.0,19824.0
305,East Midlands,E07000039,South Derbyshire,10398.0,10557.0,11454.0,11936.0,12148.0,12511.0,13357.0,13725.0,14165.0,14495.0,15113.0,15315.0,15484.0,15503.0,16100.0,16694.0,17310.0,17583.0,18683.0,18632.0,18811.0,19617.0,20154.0
306,East Midlands,E06000018,Nottingham,8308.0,8534.0,8991.0,9388.0,9557.0,9760.0,9834.0,9725.0,9936.0,10128.0,10589.0,10804.0,10804.0,10809.0,10874.0,11180.0,11777.0,12081.0,12590.0,12658.0,12723.0,13021.0,13381.0
307,East Midlands,E07000170,Ashfield,8183.0,8550.0,9062.0,9548.0,9875.0,10169.0,10533.0,11060.0,11273.0,11572.0,12327.0,12626.0,13107.0,13110.0,13262.0,13681.0,13932.0,14403.0,15157.0,15223.0,15649.0,16370.0,16845.0
308,East Midlands,E07000171,Bassetlaw,9324.0,9637.0,10080.0,10710.0,10988.0,11423.0,11667.0,12427.0,12793.0,13025.0,13971.0,14296.0,14557.0,14457.0,14611.0,14966.0,15290.0,15832.0,16914.0,16854.0,17202.0,18130.0,18596.0
309,East Midlands,E07000174,Mansfield,8268.0,8653.0,9062.0,9611.0,10146.0,10492.0,10864.0,11493.0,11788.0,12004.0,12809.0,13083.0,13546.0,13495.0,13594.0,13999.0,14320.0,14812.0,15679.0,15627.0,16064.0,16834.0,17448.0
310,East Midlands,E07000175,Newark and Sherwood,10380.0,10873.0,11199.0,12041.0,12410.0,12970.0,13312.0,13926.0,14186.0,14374.0,15418.0,15798.0,15867.0,15726.0,15849.0,16219.0,16542.0,17111.0,18206.0,18079.0,18370.0,19265.0,20004.0
311,East Midlands,E07000172,Broxtowe,9654.0,9976.0,10513.0,10703.0,11425.0,11772.0,12356.0,12787.0,13109.0,13612.0,14486.0,14917.0,15311.0,15188.0,15358.0,16081.0,16613.0,17057.0,17587.0,17601.0,17887.0,18261.0,18570.0
312,East Midlands,E07000173,Gedling,9981.0,10214.0,10659.0,10946.0,11574.0,12002.0,12493.0,12960.0,13292.0,13876.0,14758.0,15152.0,15546.0,15459.0,15546.0,16273.0,16765.0,17295.0,17825.0,17746.0,18129.0,18717.0,19250.0
313,East Midlands,E07000176,Rushcliffe,13587.0,13866.0,14461.0,15022.0,15505.0,15800.0,16207.0,16787.0,17211.0,17664.0,18955.0,19434.0,19248.0,19152.0,19201.0,20158.0,20653.0,21288.0,22059.0,22083.0,22354.0,22745.0,23384.0
314,East Midlands,E06000016,Leicester,8375.0,8164.0,8636.0,9173.0,9472.0,9734.0,9917.0,10161.0,10130.0,10320.0,10816.0,10690.0,10944.0,11217.0,11308.0,11722.0,11977.0,12231.0,12706.0,12918.0,13210.0,13512.0,13802.0
315,East Midlands,E06000017,Rutland,14251.0,14621.0,14535.0,15418.0,15436.0,15677.0,16149.0,16941.0,17352.0,17889.0,18675.0,19067.0,18584.0,18785.0,19228.0,19991.0,20064.0,20757.0,22171.0,21776.0,22076.0,23381.0,24707.0
316,East Midlands,E07000129,Blaby,10001.0,10049.0,10591.0,10906.0,11288.0,11549.0,12200.0,12636.0,13035.0,13387.0,14053.0,14081.0,14765.0,14890.0,15389.0,15906.0,16303.0,16628.0,17343.0,17424.0,18222.0,18842.0,19145.0
317,East Midlands,E07000130,Charnwood,10146.0,10313.0,10694.0,11164.0,11586.0,12054.0,12683.0,13208.0,13591.0,13866.0,14589.0,14673.0,15013.0,15120.0,15469.0,15892.0,16155.0,16439.0,17150.0,17013.0,17665.0,18196.0,18275.0
318,East Midlands,E07000131,Harborough,15052.0,15257.0,15787.0,16620.0,16586.0,16912.0,17484.0,18011.0,18791.0,19091.0,20125.0,20193.0,19786.0,19998.0,20248.0,20659.0,20948.0,21923.0,23064.0,22783.0,23303.0,24369.0,24246.0
319,East Midlands,E07000132,Hinckley and Bosworth,10540.0,10699.0,11174.0,11690.0,12188.0,12507.0,13077.0,13536.0,14089.0,14451.0,15204.0,15327.0,15831.0,15941.0,16324.0,16777.0,17175.0,17593.0,18396.0,18197.0,19043.0,19463.0,19841.0
320,East Midlands,E07000133,Melton,11501.0,11745.0,12068.0,12565.0,12792.0,13352.0,13793.0,14411.0,14903.0,15376.0,16167.0,16239.0,16507.0,16557.0,16965.0,17491.0,17788.0,18379.0,19381.0,19495.0,20180.0,21058.0,21473.0
321,East Midlands,E07000134,North West Leicestershire,10799.0,10948.0,11448.0,11945.0,12291.0,12591.0,13140.0,13606.0,13976.0,14295.0,15012.0,15117.0,15376.0,15661.0,16018.0,16466.0,17010.0,17341.0,18072.0,17923.0,18650.0,19380.0,19644.0
322,East Midlands,E07000135,Oadby and Wigston,9438.0,9731.0,10023.0,10348.0,10652.0,11015.0,11647.0,12075.0,12548.0,12819.0,13581.0,13736.0,14320.0,14660.0,14946.0,15370.0,15670.0,16193.0,17104.0,17157.0,17708.0,18195.0,18629.0
323,East Midlands,E06000062,West Northamptonshire,10928.0,11019.0,11468.0,12346.0,12713.0,12838.0,13196.0,13650.0,14247.0,14853.0,16022.0,16067.0,15938.0,16072.0,17103.0,17832.0,18287.0,18874.0,20011.0,20146.0,20683.0,21748.0,22227.0
324,East Midlands,E06000061,North Northamptonshire,10253.0,10389.0,10771.0,11413.0,11731.0,11909.0,12413.0,12902.0,13557.0,14131.0,15132.0,15397.0,15415.0,15369.0,15745.0,16375.0,16952.0,17439.0,18513.0,18427.0,18767.0,19190.0,19666.0
